converged SCF energy = -12.7202055423917
RMP2 energy = -0.895838839268667
         255058 function calls (247388 primitive calls) in 0.556 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       95    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        3    0.000    0.000    0.000    0.000 mole.py:825(nao_nr)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
      130    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
        1    0.000    0.000    0.000    0.000 rdm.py:4(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:653(<listcomp>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:121(<listcomp>)
       35    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
       26    0.000    0.000    0.000    0.000 posixpath.py:121(splitext)
      501    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        2    0.000    0.000    0.000    0.000 logger.py:93(flush)
        4    0.000    0.000    0.000    0.000 getlimits.py:251(_get_machar)
        1    0.000    0.000    0.000    0.000 r_incore.py:6(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        8    0.000    0.000    0.000    0.000 core.py:8033(getdoc)
        3    0.000    0.000    0.000    0.000 tempfile.py:160(<listcomp>)
       91    0.000    0.000    0.000    0.000 mole.py:1942(atom_symbol)
        3    0.000    0.000    0.000    0.000 __init__.py:476(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        2    0.000    0.000    0.000    0.000 arrayprint.py:322(<lambda>)
      210    0.000    0.000    0.000    0.000 numerictypes.py:948(<listcomp>)
        1    0.000    0.000    0.000    0.000 eval_gto.py:6(<module>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:128(english_lower)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constraints.py:1(<module>)
       31    0.000    0.000    0.000    0.000 mole.py:1989(atom_charges)
        3    0.000    0.000    0.000    0.000 arrayprint.py:314(_get_formatdict)
       98    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
      132    0.000    0.000    0.000    0.000 {method 'conj' of 'numpy.ndarray' objects}
      544    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 base.py:61(default_lapl)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
      410    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
       14    0.000    0.000    0.000    0.000 addons.py:17(__init__)
        2    0.000    0.000    0.000    0.000 subprocess.py:1414(wait)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2222(amax)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1073(__init__)
      120    0.000    0.000    0.000    0.000 enum.py:28(_is_dunder)
        8    0.000    0.000    0.000    0.000 enum.py:160(<setcomp>)
        2    0.000    0.000    0.000    0.000 util.py:301(_findLib_prefix)
       68    0.000    0.000    0.000    0.000 base.py:269(__init__)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1143(__init__)
       75    0.000    0.000    0.000    0.000 enum.py:872(_power_of_two)
       86    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       88    0.000    0.000    0.000    0.000 six.py:141(__init__)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        7    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
      206    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 logger.py:172(__init__)
        8    0.000    0.000    0.000    0.000 numeric.py:2460(seterr)
        6    0.000    0.000    0.000    0.000 contextlib.py:129(contextmanager)
       37    0.000    0.000    0.000    0.000 os.py:742(encode)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
       86    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
       20    0.000    0.000    0.000    0.000 getlimits.py:18(_fr0)
      112    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2565(BoundArguments)
        1    0.000    0.000    0.000    0.000 core.py:2706(MaskedArray)
       23    0.000    0.000    0.000    0.000 numerictypes.py:217(_evalname)
        1    0.000    0.000    0.000    0.000 os.py:994(close)
      156    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 geom.py:26(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:39(<module>)
       54    0.000    0.000    0.000    0.000 core.py:6198(isMaskedArray)
        6    0.000    0.000    0.000    0.000 locale.py:379(normalize)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
       65    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
       24    0.000    0.000    0.000    0.000 random.py:255(choice)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        6    0.000    0.000    0.000    0.000 codecs.py:318(decode)
      109    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:452(_set_array_types)
        2    0.000    0.000    0.000    0.000 core.py:2934(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:2771(__new__)
        1    0.000    0.000    0.000    0.000 report.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:415(_init_posix)
      120    0.000    0.000    0.000    0.000 mole.py:2365(<genexpr>)
       60    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.copyto}
       11    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty_like}
      120    0.000    0.000    0.000    0.000 enum.py:36(_is_sunder)
      410    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
      340    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mole.py:1361(Mole)
        2    0.000    0.000    0.000    0.000 arrayprint.py:416(decorating_function)
      153    0.000    0.000    0.000    0.000 arrayprint.py:833(<genexpr>)
        2    0.000    0.000    0.000    0.000 argparse.py:1354(add_argument_group)
        4    0.000    0.000    0.000    0.000 numeric.py:2857(__enter__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:778(_construct_lookups)
       78    0.000    0.000    0.000    0.000 _internal.py:726(<genexpr>)
        1    0.000    0.000    0.000    0.000 direct_nosym.py:123(FCISolver)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
       91    0.000    0.000    0.000    0.000 mole.py:2379(_symbol)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
       30    0.000    0.000    0.000    0.000 parse_nwchem.py:161(<listcomp>)
        3    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
      195    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 newton_ah.py:8(<module>)
        1    0.000    0.000    0.000    0.000 hf.py:1177(_finalize)
        3    0.000    0.000    0.000    0.000 misc.py:150(flatten)
        1    0.000    0.000    0.000    0.000 inspect.py:2385(_ParameterKind)
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 h5py_warnings.py:13(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 _spectral.py:3(<module>)
       95    0.000    0.000    0.000    0.000 inspect.py:2774(<genexpr>)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:104(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        1    0.000    0.000    0.000    0.000 logger.py:117(note)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:331(prep_simple)
       24    0.000    0.000    0.000    0.000 random.py:223(_randbelow)
        2    0.000    0.000    0.000    0.000 argparse.py:1533(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2889(<listcomp>)
        2    0.000    0.000    0.000    0.000 mole.py:1462(__init__)
       87    0.000    0.000    0.000    0.000 sre_compile.py:102(fixup)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        7    0.000    0.000    0.000    0.000 decorator.py:152(update)
        1    0.000    0.000    0.000    0.000 {built-in method h5py._conv.register_converters}
        1    0.000    0.000    0.000    0.000 parameters.py:5(<module>)
        5    0.000    0.000    0.000    0.000 shutil.py:1106(_access_check)
        3    0.000    0.000    0.000    0.000 datetime.py:1368(__new__)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
       21    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       32    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       90    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 _threadsafety.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:23(bsr_matrix)
        1    0.000    0.000    0.000    0.000 util.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 addons.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        5    0.000    0.000    0.000    0.000 argparse.py:1713(_add_action)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
      149    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
      152    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 logger.py:98(log)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
      387    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
      265    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        1    0.000    0.000    0.000    0.000 logger.py:65(<module>)
        3    0.000    0.000    0.000    0.000 blas.py:343(get_blas_funcs)
        3    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        5    0.000    0.000    0.000    0.000 argparse.py:1555(_add_action)
        4    0.000    0.000    0.000    0.000 _methods.py:25(_amax)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        8    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 selections2.py:12(<module>)
        4    0.000    0.000    0.000    0.000 function_base.py:1461(copy)
        1    0.000    0.000    0.000    0.000 argparse.py:1740(parse_known_args)
       26    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
        2    0.000    0.000    0.000    0.000 chkfile.py:6(<module>)
        1    0.000    0.000    0.000    0.000 basis.py:7(<module>)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
       37    0.000    0.000    0.000    0.000 linalg.py:110(isComplexType)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
       41    0.000    0.000    0.000    0.000 numerictypes.py:1013(<listcomp>)
        6    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
      238    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 mp2.py:5(<module>)
       31    0.000    0.000    0.000    0.000 numpy_helper.py:602(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:3064(view)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
       30    0.000    0.000    0.000    0.000 numerictypes.py:444(_add_array_type)
        1    0.000    0.000    0.000    0.000 hf.py:278(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:210(<listcomp>)
       41    0.000    0.000    0.000    0.000 blas.py:277(<listcomp>)
        7    0.000    0.000    0.000    0.000 _util.py:292(<listcomp>)
        1    0.000    0.000    0.000    0.000 _numpy_fft.py:54(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        3    0.000    0.000    0.000    0.000 locale.py:345(_replace_encoding)
        1    0.000    0.000    0.000    0.000 atom_hf.py:6(<module>)
        1    0.000    0.000    0.000    0.000 filters.py:57(_gen_filter_tuples)
        2    0.000    0.000    0.000    0.000 misc.py:325(check_sanity)
        1    0.000    0.000    0.000    0.000 outcore.py:5(<module>)
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
        4    0.000    0.000    0.000    0.000 getlimits.py:88(_str_eps)
       40    0.000    0.000    0.000    0.000 numerictypes.py:155(english_upper)
       14    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
        7    0.000    0.000    0.000    0.000 {built-in method posix.close}
      216    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 dfmp2.py:7(<module>)
        1    0.000    0.000    0.000    0.000 addons.py:5(<module>)
        1    0.000    0.000    0.000    0.000 r_outcore.py:5(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        4    0.000    0.000    0.000    0.000 getlimits.py:92(_str_epsneg)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
       13    0.000    0.000    0.000    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       41    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 ccsd_lambda.py:6(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        4    0.000    0.000    0.000    0.000 _ao2mo.py:11(_fpointer)
      232    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        7    0.000    0.000    0.000    0.000 inspect.py:485(unwrap)
        2    0.000    0.000    0.000    0.000 version.py:302(__init__)
        2    0.000    0.000    0.000    0.000 core.py:6429(__init__)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 __init__.py:291(<listcomp>)
        5    0.000    0.000    0.000    0.000 argparse.py:1364(_add_action)
      153    0.000    0.000    0.000    0.000 arrayprint.py:834(<genexpr>)
        8    0.000    0.000    0.000    0.000 enum.py:65(__init__)
       76    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 ccsd_rdm.py:6(<module>)
        2    0.000    0.000    0.000    0.000 misc.py:336(check_sanity)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1401(_try_wait)
        2    0.000    0.000    0.000    0.000 version.py:307(parse)
        4    0.000    0.000    0.000    0.000 getlimits.py:104(_str_resolution)
        1    0.000    0.000    0.000    0.000 numerictypes.py:339(_add_integer_aliases)
      156    0.000    0.000    0.000    0.000 enum.py:592(name)
       57    0.000    0.000    0.000    0.000 enum.py:820(_high_bit)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
        2    0.000    0.000    0.000    0.000 subprocess.py:1154(_get_handles)
       14    0.000    0.000    0.000    0.000 addons.py:21(__init__)
      153    0.000    0.000    0.000    0.000 arrayprint.py:837(<genexpr>)
      153    0.000    0.000    0.000    0.000 arrayprint.py:844(<genexpr>)
        4    0.000    0.000    0.000    0.000 numeric.py:2862(__exit__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:380(_set_up_aliases)
       31    0.000    0.000    0.000    0.000 functools.py:74(wraps)
        6    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        8    0.000    0.000    0.000    0.000 nonlin.py:219(_set_doc)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hf.py:901(SCF)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_construct_char_code_lookup)
        8    0.000    0.000    0.000    0.000 enum.py:135(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 df_jk.py:6(<module>)
        2    0.000    0.000    0.000    0.000 addons.py:3(<module>)
        1    0.000    0.000    0.000    0.000 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:41(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 sysconfig.py:50(_python_build)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6282(__array_finalize__)
        5    0.000    0.000    0.000    0.000 argparse.py:1444(_get_optional_kwargs)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:310(__getattr__)
        6    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
       21    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
      123    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 addons.py:21(aug_etb_for_dfbasis)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
        7    0.000    0.000    0.000    0.000 _util.py:306(<listcomp>)
        5    0.000    0.000    0.000    0.000 argparse.py:580(_format_args)
        5    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        8    0.000    0.000    0.000    0.000 numeric.py:2560(geterr)
       14    0.000    0.000    0.000    0.000 numerictypes.py:182(english_capitalize)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 decorator.py:177(<listcomp>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
      132    0.000    0.000    0.000    0.000 six.py:88(__init__)
        2    0.000    0.000    0.000    0.000 core.py:2908(_update_from)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
       23    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
      118    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 bvls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
        1    0.000    0.000    0.000    0.000 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        3    0.000    0.000    0.000    0.000 tempfile.py:469(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numeric.py:146(ones)
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
        2    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        2    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:27(__init__)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 exec_command.py:51(<module>)
       53    0.000    0.000    0.000    0.000 base.py:103(_lcpl)
       34    0.000    0.000    0.000    0.000 argparse.py:1278(register)
        1    0.000    0.000    0.000    0.000 argparse.py:1775(_parse_known_args)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:2323(amin)
       26    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 datetime.py:688(__new__)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        2    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       32    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 direct_spin1.py:464(FCISolver)
        1    0.000    0.000    0.000    0.000 _hungarian.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ecp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 hf.py:1005(build)
       22    0.000    0.000    0.000    0.000 logger.py:125(debug1)
        1    0.000    0.000    0.000    0.000 sysconfig.py:236(get_makefile_filename)
       78    0.000    0.000    0.000    0.000 filters.py:88(rq_tuple)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
       13    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        2    0.000    0.000    0.000    0.000 _util.py:156(__init__)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 twodim_base.py:140(eye)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
        9    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        7    0.000    0.000    0.000    0.000 nonlin.py:1510(<listcomp>)
       18    0.000    0.000    0.000    0.000 logger.py:121(debug)
        1    0.000    0.000    0.000    0.000 cmd_args.py:5(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
       73    0.000    0.000    0.000    0.000 misc.py:365(with_doc)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
        1    0.000    0.000    0.000    0.000 mole.py:1993(atom_nelec_core)
        1    0.000    0.000    0.000    0.000 base.py:64(spmatrix)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        3    0.000    0.000    0.000    0.000 arrayprint.py:67(_make_options_dict)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        4    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:530(__neg__)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
       96    0.000    0.000    0.000    0.000 enum.py:628(<lambda>)
        1    0.000    0.000    0.000    0.000 enum.py:848(<listcomp>)
       26    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
       21    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
       20    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:493(StringConverter)
        1    0.000    0.000    0.000    0.000 argparse.py:1054(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 __init__.py:770(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1084(__init__)
       13    0.000    0.000    0.000    0.000 {method 'diagonal' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 datetime.py:1048(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1360(datetime)
       58    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        3    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       18    0.000    0.000    0.000    0.000 data.py:130(_create_method)
        2    0.000    0.000    0.000    0.000 misc.py:341(<listcomp>)
        2    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
       12    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:243(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        5    0.000    0.000    0.000    0.000 numerictypes.py:577(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:857(<lambda>)
        1    0.000    0.000    0.000    0.000 _sitebuiltins.py:19(__call__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
        1    0.000    0.000    0.000    0.000 spfun_stats.py:33(<module>)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
       80    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 atom_hf.py:107(frac_occ)
        1    0.000    0.000    0.000    0.000 select_ci.py:680(SelectedCI)
        1    0.000    0.000    0.000    0.000 qp_subproblem.py:1(<module>)
       29    0.000    0.000    0.000    0.000 logger.py:113(info)
      162    0.000    0.000    0.000    0.000 inspect.py:2495(name)
      159    0.000    0.000    0.000    0.000 inspect.py:2507(kind)
        7    0.000    0.000    0.000    0.000 _util.py:301(<listcomp>)
        8    0.000    0.000    0.000    0.000 core.py:2547(_arraymethod)
       14    0.000    0.000    0.000    0.000 __init__.py:24(register_func)
        3    0.000    0.000    0.000    0.000 _methods.py:28(_amin)
        4    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlsym}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:268(_reconstruct)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:123(<listcomp>)
        1    0.000    0.000    0.000    0.000 compressed.py:22(_cs_matrix)
